user_id,user_idx,n_train_items,n_test_items,recommended_items_top10,actual_test_items,hits_top10,n_hits_top10,precision@10,recall@10,ndcg@10,precision@50,recall@50,ndcg@50
AG33BFRHAQLENGVOM5TQUG7UWGSA,860,5,2,B0B8QSR52J|B0PAYNY4DG3|B093D8ZK9T3|B0DOHUVBB56|B0N2DBBPHFH|B03RRQOW4J1|B0Z6NVKCTSD|B0DFBXPB3DU|B0ZWW8PV513|B0X5IS11C42,B0B8QSR52J|B0CC8ZC5GW,1,1,0.04908081141768856,0.22302345165559773,0.09816162283537712,0.009816162283537712,0.41244546290228473,0.13549998083565917
AH7YI76YXN7SMVQXXPTF2KNYUBEA,1301,1,2,B0BL8HZQHQ|B029GUK2YQB|B0BUCCYUZJX|B0KRQCJ3QK0|B04L8VW68PI|B0RBFMB1Q8I|B0O6S1EW8A5|B06SLQP34OE|B09BB02J2AR|B0E0HYUZLQQ,B0BL8HZQHQ|B0B8S4ZP8Q,1,1,0.004775979676956095,0.001,0.00955195935391219,0.0009551959353912191,0.10846620282750938,0.001
AGDGYXZ6ZIRGQ3LJKZ6QPKORMXSA,949,1,2,B0BJ2T1LQ5|B0J0ZNM3YPK|B0Q71CCFX6S|B01CYX3D2GP|B0BFYYTQ3ZV|B01C71FSR33|B0Y7AB03HS6|B07L066TEDT|B0WBGNLNNS5|B0WDJ1YQQYC,B0BJ2T1LQ5|B0BXC8KGKH,1,1,0.0757269272572268,0.2127502992738597,0.1514538545144536,0.01514538545144536,0.25987328086390366,0.2201984340644122
AFIN5H3XWYF275G32ENBHBXKY7DQ,635,1,2,B02OX45KCUX|B0VCTUR6BO7|B0OZEWLP7P5|B0H4PGRP08L|B08O6UITZ06|B0Q178YE7BY|B0Z4Q2QV26L|B0VVUMMKXYT|B0MJ2KKA2DJ|B011GPX7M6T,B0B7QPKQ1K|B0BWWKL9YN,0,0,0.0005,0.001,0.001,0.0001,0.09934682666358205,0.001
AFNAQ3BJPBI3O5XU2DYFWP44TORQ,681,1,2,B0BRN5LK4F|B0MYDB4594G|B070S42UAE4|B0Z6Q3D53BF|B0RERRV59OF|B0S4F5G6CG4|B0S8JB7LU37|B0MBQ7VC9QV|B0L2WF2SZE4|B0WHBOVDLM1,B0BRN5LK4F|B0BXNW1ZWV,1,1,0.13087305808538363,0.3724134920231685,0.26174611617076726,0.026174611617076727,0.6589279440816234,0.31543139346367693
AFPWPNOVM63MRP2QRBP52OVHZK2Q,726,1,2,B0B46RJ2SP|B0BQAZO9VG9|B0RAT4MWXLC|B00X7YXG7DF|B05YGP8SQAG|B0L4QRO6K0H|B0CUY9TNPTF|B0MVC96CXXJ|B00OSTYWNCQ|B0H2M3H8A0Z,B0B46RJ2SP|B0BFDBQ9LV,1,1,0.1206943623251629,0.39756335863998316,0.2413887246503258,0.02413887246503258,0.863205841081563,0.291250564856439
AFRHKG3OB33MTDYUIOVRZTD5MUMQ,743,1,2,B0K3JWF6B5S|B0SP6OQHTYX|B06MBVZX3I7|B0CVNAC9RP7|B0PA7GYF7J4|B05KB87030W|B03HJDT0L7P|B0Q5WPNJPEG|B0FMV1IJOO3|B0J39Q2SZKW,B0BQ36KZH2|B0BWJNTGCF,0,0,0.0005,0.001,0.001,0.0001,0.024195650007598157,0.01678598207490056
AEJMCYOJST47X2VDDL3URVPSUZEQ,238,3,1,B0BZJ8S1K9|B02TN0HS9XL|B0LO17NYXDY|B02JQN9YZYE|B0IK84L36L4|B0JWA9DNXR7|B0PFFBYUIN8|B01W0O3M3MN|B0HXXBUYZ1I|B08M50446TE,B0BZJ8S1K9,1,1,0.08400308407849173,0.24993232089860934,0.16800616815698347,0.016800616815698347,0.5075098341062559,0.23442795432594088
AHWE2R5FBSLZK6JWFYVWUDOIWFHA,1593,2,1,B0BLNKJRKN|B06F02BJONC|B061DZMBKPN|B0BMW1D2P9I|B0S8LI1I1RN|B02A0PVTZ0W|B0MVM1CH48R|B05GL03UZUK|B0SP7YUN9YF|B0ZKSVK7W0N,B0BLNKJRKN,1,1,0.10014942631534982,0.3110231240790743,0.20029885263069963,0.020029885263069966,0.5240547582037576,0.27360646427823443
AHPGOKFV4PEZ62U3Q7MKRNUHOBDQ,1502,2,1,B0BDHVLVYY|B0577FHDVNO|B018V66QDG3|B0VKOCGPEN0|B0S3Q8524SV|B0N65ZX1775|B0MATMTYHBW|B02CRYK099H|B0R2OQF96NL|B0UT8DCNQ0U,B0BDHVLVYY,1,1,0.13876591830038795,0.4339896193427672,0.2775318366007759,0.02775318366007759,0.694381641653378,0.3526272777697738
AFTTAQSQ4Y7DIOE4HNFKO3WRI2VQ,767,1,3,B0VMHS9NPGM|B0E2BPM79MT|B0DI50GBMD8|B0M58GLKE5S|B0RCA5CAKGN|B0O7HHSQQED|B0W9XO22TIU|B02SA6WGKVG|B0ESIMXHTDD|B0MLIZ7K38N,B0BTSSZZTM|B0BTSSZZTM|B0BSG2N91N,0,0,0.0005,0.001,0.001,0.0001,0.001,0.044004364334272836
AGIW67ODFNMCHDCP7VDNQMNM76XA,1000,3,3,B0G1FMJ1H74|B067VZGO6XK|B0KWQ31XKSJ|B0QLYD6MY7E|B0UJT1B74S7|B054QUCSZQX|B0D9H2K2OC4|B0U13IMIL6N|B0P7TPDUST2|B06TK07G5UV,B0BF59LWP7|B0B123HXPS|B0BXNW1ZWV,0,0,0.0005,0.00874816728208507,0.001,0.0001,0.1777169286193852,0.001
AFBYQG3ZLXZ5VRNMOEETT32NVBPQ,549,2,1,B0BH6HVCL7|B0H4NXBMDI9|B0WSLCTC3XC|B0HQQTE9WCQ|B0QSIX02IUQ|B0CKFOAMEGS|B0FXD47TPH8|B0CWNFC9B8F|B0HLCPISFOX|B0KFEPNQYPN,B0BH6HVCL7,1,1,0.14086393544443543,0.42016828023247854,0.28172787088887086,0.028172787088887086,0.7906775183115011,0.33128975865559485
AFUM2MJGK6YVFF62JBTJJCV23H6A,777,2,2,B09TSHG1Q4|B0DH9N8TYMV|B0HF1W90HHK|B0RO9IZE3SS|B0KBI9CE0FQ|B099645G52F|B0WXLSYJZJ4|B0KV72P4E8H|B0HC1UFWUK8|B06TCJLHC2O,B09TSHG1Q4|B0BKGPG66Y,1,1,0.068350943997057,0.21842024451461914,0.136701887994114,0.013670188799411401,0.4312756246172556,0.16130958175993296
AFIC7AJFLGRX26IET6JDOTON372Q,626,3,4,B0BJDN3C6N|B0GNZR8X9Y5|B0R17HV6762|B0FCW199IZJ|B0GGI3X73UE|B0OGKGXY808|B001OLGVVFO|B0BW88ARW71|B0I8DFILLCA|B0LF92288TI,B0BJDN3C6N|B0BF59LWP7|B0BQC9K362|B0BVBXGTWM,1,1,0.056706834322386324,0.1548312043697896,0.11341366864477265,0.011341366864477266,0.34330541308855983,0.1188368206333315
AHHL6C6VWXAAFG7U6C7O3AA435AA,1396,1,2,B0BNT94P2F|B0LL74KCU4B|B0SWUHQ0TW6|B0UO5D5OUPD|B0PF6Q6RH1I|B0L3J8KVS7U|B02EMLHZN6R|B0QC3MU6QEK|B0TV1JAVYSN|B0E9ZVIGFJO,B0BNT94P2F|B0BRVCLLKD,1,1,0.04688851403145063,0.13793921267566908,0.09377702806290127,0.009377702806290127,0.2200515656742414,0.08891078545331227
AENES67C4WKWXUM5YQIS62FDA2PQ,288,3,2,B0BPS63PXC|B09GNFZ8HPM|B0STSDGGXYX|B05AMHAEUWC|B0BNWOJYL2P|B02N3B7N868|B0C04BP0U5X|B04NW0QKWB0|B0XCZE4V20F|B0707Y1ZA10,B0BPS63PXC|B0BH81Q1MQ,1,1,0.03152381118346272,0.08495847073930354,0.06304762236692545,0.006304762236692545,0.1628251791650142,0.08581796433233034
AEH7P4H3XV6FMUZQFNFYV3PQXBJQ,196,1,2,B0BGP9BY4W|B0DEYSL48W6|B07J89CT83U|B0YMAYKNKJJ|B0T8R7C3MYK|B0QWEC3SSXE|B0SHA182695|B0MIWNVIO00|B0JCS59CIZF|B0OJ710FE4D,B0BGP9BY4W|B0BDM6WZ4Y,1,1,0.03673331175281183,0.09988077965406077,0.07346662350562366,0.007346662350562367,0.2421987751710222,0.08267172899725275
AGZ76I3V5WHYSFRVM52A7FLIO2LQ,1203,6,2,B0BXNW1ZWV|B0RC854ZA6W|B0BEDM3Y1DQ|B0L87C33DSG|B0Z50G1M27A|B0G1D4VQBM4|B0XV9RUPZ4Y|B0MXFP9DVHU|B03TPOAFN64|B0LJYH4HMTU,B0BXNW1ZWV|B0BN4QD83H,1,1,0.037201081120497984,0.18542577984845754,0.07440216224099597,0.007440216224099597,0.27282066299264307,0.12253006603560815
AE7Z3HIPEKGTJMU64S4S7BVEQCFA,92,1,2,B021Y6ABFJF|B0FD9O5YAUV|B02MFQL0VXW|B00J09XUNRD|B01629VR5QE|B0HCA29MU07|B0217Q4WTL5|B0B3OSLKR1T|B0GSBCLO1PL|B07CAV4JIVS,B0BTYCNSKN|B0BXNW1ZWV,0,0,0.0005,0.08966443882069124,0.001,0.0001,0.024970202881322096,0.001
AE6XUL4WU3PYACTWQGULMA7GYX5A,79,3,3,B0BJVHW36M|B0TBAN32KAB|B0ESM64YOAJ|B0G1DR3R34F|B0M3CF70YOO|B05RGBH25HZ|B0QART0VLDM|B0ODRCTDM14|B0KC1SZOJ70|B0S1O6SEPER,B0BJVHW36M|B0BTSSZZTM|B0BD99H6QJ,1,1,0.10673185640346161,0.4044019226282147,0.21346371280692322,0.021346371280692323,0.7471190273893147,0.24799538996978096
AHACDIPU6CQKLBZ4NGY26AEG27EA,1306,13,2,B0BP6GBHYD|B0GPY9I5JCG|B0U20D01O6R|B0VCC8X3OKX|B0DJYYF7A1O|B03RRMCZS4E|B0Z82IBNAS9|B0AMXOO3O1N|B07ZTFBXRPR|B0OVH8ENG8T,B0BP6GBHYD|B0BTDRTXSX,1,1,0.016925464723196545,0.09064166710134186,0.03385092944639309,0.003385092944639309,0.001,0.07330150573144248
AFAKJNQUTMMECTRA2C4YYDIMC2PA,523,1,3,B0BDV6S428|B0SRUXBZG8O|B0WANBAZIKU|B0D7ZILNUPZ|B011U4TBIYX|B0IUTK5MNJ0|B0I7YZC5RRM|B007DHMDBR7|B0PFZ7FR042|B0I9RAF0B16,B0BDV6S428|B0BXNW1ZWV|B0BTJCWQWW,1,1,0.0734109264874006,0.1806774123154602,0.1468218529748012,0.014682185297480119,0.2503156089857599,0.20974963783377537
AFONLP7B2QZDHMURWPT2RDC2A3GQ,707,2,3,B0BJ6TZ8PC|B08LWGFVYN8|B06BNG1O1LN|B0WTD4F7WWO|B0O6OOFECSG|B0WEY64SMZX|B0D5DYQSKWA|B00YF4R71U9|B00WLOAQLFE|B0PQXAZ3ZYH,B0BJ6TZ8PC|B0C1B5CY4X|B0BXNW1ZWV,1,1,0.06046838124615661,0.17406998207132965,0.12093676249231322,0.012093676249231322,0.23034221866231572,0.12376262058811006
AH4QNKLFKKZSLJJ2VW663PKWTH4A,1255,3,4,B0RWZK1XOGK|B0YBVI58ZNV|B0GKYMIGNS1|B0DHV8KBCAT|B0D63U7AAJ2|B0OVN5C8BEZ|B03BFVG3AE7|B0IGW1F6KCK|B0V7AD3FQSD|B0EP9WLMLGB,B0B534DWCL|B09TJBSX1J|B0B8S9VWXX|B0BXNW1ZWV,0,0,0.0005,0.001,0.001,0.0001,0.11398169521406633,0.001
AGNXHZ2L5KZAF6UFAQCNSJ4UFQRQ,1072,1,4,B09Y5THFNK|B067FW147VS|B0ZZ8NXYN72|B041OTKZPLL|B0AY983JF6O|B0SF97A7COR|B0VRQ35M3T2|B0M07WIJAQU|B09YEK5DYMT|B07F212GYMP,B09Y5THFNK|B0BDM6WZ4Y|B0BR9Q6B94|B0BXNW1ZWV,1,1,0.032541977276198356,0.12333004810426611,0.06508395455239671,0.006508395455239672,0.16354626559848556,0.047439490424723715
AHFIP6VKIJ4OMBCIVCZ5W5PCFWHQ,1371,2,2,B0KLZPIUPQE|B0O6BHSDPO5|B0KFBXRVAV0|B0NCCWSQHY8|B0C0N5R93DO|B0O41QF9DEC|B0C32M8AB5J|B0IQYKL1QAB|B0DNT9ZU8AS|B0TPEWS75ZI,B0BS19FS15|B0BP6GBHYD,0,0,0.0005,0.014262116973327722,0.001,0.0001,0.001,0.001
AGXX3QZGH4CIXTAIQPTM6S2Z5HFQ,1188,2,2,B09XDRFX2Q|B038U4B8WPR|B09AS3CEUBH|B08I2T46SYV|B0ZGFFT2PND|B094FYIY45W|B0QMTBVEE2G|B07EB3M166P|B0KK2YL0Q6C|B0XSLR2H3J0,B09XDRFX2Q|B0BNDBVDDZ,1,1,0.06413762582937405,0.1657902099324113,0.1282752516587481,0.01282752516587481,0.21759301273015674,0.1351589219028023
AG3YYOGQVFAD7PP3FUURBJYDHIMQ,867,1,3,B0BJZRHFHJ|B0IHTBT8D9N|B0PAW1SBQKG|B0E93P7T0U9|B004HDKIJXD|B00JQE862ID|B038HL2PISQ|B0NMO7RC9VX|B04NP0BVYEG|B07YVA896LK,B0BJZRHFHJ|B0BMPWZGLQ|B0C3BF4BCV,1,1,0.008457802554223279,0.001,0.016915605108446558,0.0016915605108446558,0.020411520057650463,0.001
AH7EO3D3V72HPLXXYSLB2EPVA4QA,1289,2,3,B0BNDBVDDZ|B0NXAGZLRCF|B0LOE6SUFKU|B02WVI4VZDD|B0QV993X08I|B0GZJUD8O0Q|B0H9TWGF4Z4|B0O6QJE03QW|B0DXZEFKF4D|B014XYUX1LF,B0BNDBVDDZ|B0BL8HZQHQ|B0BP6GBHYD,1,1,0.020541745219214005,0.0718538481509497,0.04108349043842801,0.004108349043842801,0.19092855411498066,0.08713936932021632
AGPTPIMYIR6P4Z52QMLUL55KEQRA,1091,2,2,B08M5PPUOCP|B0RX4R0OFG1|B0LCQLQ0XXZ|B0FGRF3YST4|B0XNX724VB3|B0QFOV2OZY4|B0MAFMD70HJ|B0INVG46OVM|B0WMI2IQTKG|B0K7IB32AOV,B0BG87633S|B0BDYKXP9S,0,0,0.0005,0.00603486507840242,0.001,0.0001,0.0013948923425875937,0.001
AHLLSYLF6NXRWO74Y76LAELOUO5Q,1450,2,2,B0BRXBFJT4|B0MBEGW9P8M|B0WNMQKCXKW|B0Z7N9FUTNK|B0ZVXFFRBUN|B0I8HLPJURB|B0OVTKD5VVJ|B05804M8GTN|B0Z58ORE2MH|B015IHY0S3O,B0BRXBFJT4|B0BWDSBD8N,1,1,0.10157175697081404,0.31744423741710676,0.20314351394162808,0.020314351394162808,0.5602364426423747,0.23889140913055695
