userID,recommended_items,groundtruth_items,recall@10,precision@10,ndcg@10,recall@50,precision@50,ndcg@50
AE2NQOPERX6RJTZ3WNCRUZFWVS7Q,"B07Z3C6KHM,B073W1JK1R,B07CZY8DDM,B08PCPFN9C,B07F441N79,B071K3LYZ2,B01N2GFIH9,B085BK7BBZ,B07HNHJQBG,B07PXZTTK8,B09N7VWV7S,B0C3BF4BCV,B06WP75LTP,B07L2VVNNG,B0724ZDXSC,B07KC6HC7F,B09BTV4MWH,B06X6BKXJ1,B07VDM3SN6,B07167B1QC,B07GFWDNKT,B09N7XF9LN,B076V6GWHX,B09Z9343ZR,B0BHRWHHJV,B072HC26CN,B07PJYS7GS,B072118JY8,B09N7Y7G85,B0BX7GL23H,B01N6UFD53,B07KNN9J84,B07GCV2S7K,B07BSCS729,B01MXEFYXD,B071RKZDK5,B079VWDRTF,B0BHHK6T25,B091YGR6VQ,B0B48845TC,B078YJCHML,B09BBQL474,B075VBP6V5,B09Z93DVJR,B072FJBB89,B07BK3FD9N,B07YNV97GX,B06ZY42G83,B081J7Y5J4,B08Z4GBBYQ",B0BHPD4Q2X,0.0,0.0,0.0,0.0,0.0,0.0
AE2RTBLYRJTXW2J5YGAPU4SWS3FA,"B01N9RYHPL,B0BM5KLB5J,B07PFYLCG3,B01FT08W14,B0B87NCR8B,B07XHG2FH5,B0186LSUCY,B06Y3N8X11,B0B6TB2N1D,B0BWWKL9YN,B073QX78T8,B0BXNW1ZWV,B07SPZBBRP,B01MZFAMVP,B09RS1Y2F6,B0BKT2T562,B0BZ88NVXY,B09XR3CC8J,B0BCPS3Q9M,B0B73XYMKN,B0BTLR3BKW,B0BQ36KZH2,B09Y8CV13K,B07N7CZFX2,B0BKSMFK1M,B0BJPDMWYR,B01B8RB8RC,B0B48R42P2,B0B8YYS6G2,B07G753PML,B0BCPGYW1L,B0B1FXMRBJ,B0B1GRQWLZ,B073V8V7HZ,B073VSXN96,B073V89WGD,B073V7FQNN,B073V43LSL,B073TQSM8Q,B073TQRH3M,B073TNM9ZN,B073TMB2ND,B073TLC6S5,B073TL783F,B073T9LW2R,B073T1425Q,B073VMMGNB,B073XQLFHN,B073XDBNJD,B073XCYF4P","B0BW9K7TMB,B0BWQGXP3W",0.0,0.0,0.0,0.0,0.0,0.0
AE2TOU3WJAXVY6DB5U4YDO3PB2BA,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF","B079YM9XL8,B07KDJ48W7,B07RT8DYZN",0.0,0.0,0.0,0.0,0.0,0.0
AE2UQ4EHQJARIT3PBEDOFNB5NEZA,"B01MAU7Y0V,B06XVWPDX8,B01DH46EWS,B018PHV3W8,B01AA0GYMC,B01MSAUHF9,B0BRYMBPP3,B017CKQZLS,B07DT85WX8,B01GP1TFSK,B01GNYI256,B01GMADP4E,B081NLC1SR,B07FK9CJ4G,B07FZWHDL6,B06XS8B2TT,B018LHLV56,B06XB43GJP,B0719F3TLQ,B01867HG8W,B07VVFN5Q4,B084DVWVCZ,B0BMQVXTNW,B01L8G8O7A,B01FRJZEAE,B07D388QN8,B09PD6659R,B01BO29TWM,B077R987ML,B01MRCULOR,B01N4A9TWT,B08W88VL3M,B07572CNWF,B07674P2V1,B0BMQVWXCB,B0168L1CCE,B08WLG7MJP,B06XSK62ZQ,B07582HV4N,B01EEQRKY4,B0BMQTD14T,B06XS6JMX2,B0BRNTKY1F,B076VS542V,B08428J436,B07BSD2LGL,B019ZS52PA,B01ITAFUF2,B06XS41DN7,B075LN8JDN",B074F2DH7C,0.0,0.0,0.0,0.0,0.0,0.0
AE2UTNPCY3ZGZDE3TW56LKXKTGIA,"B0C6BVT667,B07QF4CW5N,B0183YJ532,B08Q7FG4RD,B07Y8CJJYZ,B01M0N7BF7,B0184WHD0A,B078Z2S2TX,B01LOVNZW8,B07JVMTHSZ,B08K3NYKLF,B09GLFK1N5,B077WSKN98,B017UXL0D0,B086WVY46R,B015O9WFF4,B06WRX4232,B07R17WSD5,B015P940VA,B076B2DN3F,B018LJTZPW,B073Z4FWYZ,B0180HQ3G4,B09KTHD4C3,B01M7WID5Q,B01MXDJEXK,B07FQQQXR5,B07FZTSQ6X,B086Z7F5ZK,B07DKTPSF7,B078T2WLZS,B095J9YKDX,B08LTVXC11,B071GLFVZ2,B084YPJN3Q,B07RYYM6M9,B07MFW7RBS,B074VGXGCB,B07CK92PL7,B07W195JC3,B01MSU17RA,B015EZOPQK,B0BT94XDZM,B0767J6K2G,B0181GFAKE,B016JOCCJ2,B088KT2JLF,B08MX63SPM,B07D5KXJBQ,B019EF7AA4",B01GBEI35M,0.0,0.0,0.0,0.0,0.0,0.0
AE2WC4P3ERMMJAYFQJWV5D5ZQNFQ,"B076QD3QDJ,B06XTYQGDK,B07Q8G46CV,B08LH6YK51,B075LX64LQ,B074353QZN,B0752SFV3V,B0792SM3Z6,B09TFDWBZ4,B086H8PTP2,B08FBSGHV9,B01MG3MWUV,B07RSNRG9V,B015YF8IV8,B07119PZ49,B0753DSWRH,B07MPR1MVB,B07D7H8FJC,B079M8L5WD,B01DRTANNY,B07DCK4DVQ,B086H7BG6R,B01D4VLECE,B0BPSFWYS8,B0B8VDKMRS,B01D4VHHSY,B07YLT3KMM,B09JCD3MX7,B0BSCY2RYX,B07P9BQRMM,B09TFBXG95,B01MSZGI7L,B073VMMGNB,B073SZV7RW,B073VX7Q21,B073VZ3CCM,B073VSXN96,B073V8V7HZ,B073V89WGD,B073V43LSL,B073T9LW2R,B073TL783F,B073TQSM8Q,B073TLC6S5,B073TQRH3M,B073BXMK95,B073TNM9ZN,B073TMB2ND,B073V7FQNN,B073XT4V78","B08117RCYQ,B096YQLZZQ",0.0,0.0,0.0,0.0,0.0,0.0
AE2ZLJ74RHTGVN3IZN62PTNSIAJQ,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF","B07VPTHY7H,B092MZLQ1L,B092NX2VVR,B0BHQJ2BL9",0.0,0.0,0.0,0.0,0.0,0.0
AE2ZUDZSRVXGFFAPYLKZVPYK5OCQ,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF","B0B5Y7PMWQ,B0B9FMXVBT,B0B9W83FQB,B0B9XNL1N4,B0BG9L37C9,B0BH3MZ32Y,B0BJPDMWYR,B0BKRCSLFL,B0BP7XZXXY",0.0,0.0,0.0,0.0,0.0,0.0
AE3263F6D3KEBCGYUEXCVDM2SFFA,"B088GWH231,B088H3HW7Y,B088H31TFN,B085TF14V1,B082YMJQDB,B019A0X1F6,B017PT2YV6,B01LXGBM6S,B01M1TB431,B07DVDGHJZ,B0176YVZCO,B0C3WLLT25,B07VB9XNMW,B017HNYSBE,B07DBFPYHL,B07KLTNXZK,B086779VG9,B07RD8KK1V,B07RH93988,B01E0I4OFO,B01E2AWKMO,B073V89WGD,B073V7FQNN,B073XCYF4P,B073V43LSL,B073TQSM8Q,B073TQRH3M,B073XDBNJD,B073TNM9ZN,B073TMB2ND,B073XQLFHN,B073TLC6S5,B073TL783F,B073XRH9NQ,B073T9LW2R,B073T1425Q,B073XRT2WG,B073SZV7RW,B073SZ53LH,B073SY1QYM,B073SNXZ95,B073SN5LRH,B073XT4V78,B073XVFX54,B073XYMFGT,B073V8V7HZ,B073WXJ8LM,B073WRJ7P9,B073X6HTZ1,B073WRHH21",B0B14C4PRR,0.0,0.0,0.0,0.0,0.0,0.0
AE33IJ4YEHSEY7AZSESFNMBIG7DA,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF",B09XTNJLZQ,0.0,0.0,0.0,0.0,0.0,0.0
AE33SIF2GPNUGJ42WPNF5P52ZI6A,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF","B0BRSG3K7F,B0BS92YMK4",0.0,0.0,0.0,0.0,0.0,0.0
AE35N3D3QEZRADB5K7UX7GLWVMMQ,"B017AAL0P6,B01J4C2AVG,B06W2LHY72,B07MVRLQHJ,B01L0OEM6M,B09Y2CH3DP,B082LPTQ1H,B07BJF9FCC,B07D5KSVT9,B0837JMBHR,B078KZGQVH,B01GOPOIXE,B07BDQDB2V,B09HQBGJGM,B01I90KUW0,B0BSG2N91N,B06XGB989V,B0B21WGB58,B098CY3HZR,B07DVYXH34,B0933GS1V6,B08YXDTWX9,B07BQL5NQK,B08TRRXMY5,B09THMY7FV,B08CT682H3,B091DBVC8H,B01JE69VR8,B07Y7L65NQ,B07Y7KLCH6,B08XJLQST2,B08WHXC2D5,B09ZJB912L,B08XM8M3N9,B09RQ7TMFM,B074LWHG2H,B01ISEVS8C,B09F6X5CTY,B07S6H7XFJ,B0B2RWH43N,B08XDXW8QM,B084DJ6TTX,B07YYQ8W8K,B01N2G1A10,B07KFM3B5G,B078T3JWT3,B0718TPRFF,B074D477XT,B07TBZ7X1L,B0CBV5RJXG",B081ZKCK53,0.0,0.0,0.0,0.0,0.0,0.0
AE367RC4B6AANKE4NA7YD5M3ZVJA,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF",B07VW9Z9ND,0.0,0.0,0.0,0.0,0.0,0.0
AE37FMI4FH3L7H737Q7TLM3ZDLAA,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF","B0BRVCLLKD,B0BS19FS15,B0BYL71KV7,B0C57B4JHV",0.0,0.0,0.0,0.0,0.0,0.0
AE3AHOMNAUCHRF56YVRJVB5K2BVQ,"B0003TOR7U,B0CH8V66LC,B015DTI1OY,B015DNVQRE,B015DN2KQ0,B015DLYPJM,B015DKLH30,B015DIT176,B015D70KGI,B015D4HLU4,B015EYND1Y,B015ETM8ME,B015EST3G4,B015ESPGNS,B015EPBJOG,B015EN81EY,B015EJDE7M,B015EH9E78,B015G8KYQA,B015G8A7IK,B015G7XFSK,B015G428C2,B015G3OWUY,B015FRRZ3M,B015EZYQX2,B015EZOPQK,B015GJF6SU,B015GHRUKY,B015GFVDXG,B015GF6H3C,B015GE4RRG,B015GB7A2I,B015GAKXT6,B015GAEYOQ,B0C7LQCV7C,B0C7LQ9Z78,B0C7LQ43RL,B0C7LQ25BD,B0C7LQ1DCW,B0C7LPS424,B0C7LPFZXJ,B0C7LJ99BC,B0C7MB1G2W,B0C7LVT69K,B0C7LTST92,B0C7LSG7VR,B0C7LRXST4,B0C7LRS4P2,B0C7LQNLBL,B0C7LQHVRF",B07VVMNX2Q,0.0,0.0,0.0,0.0,0.0,0.0
